tweet_id,username,name,profile_picture,replies,retweets,likes,is_retweet,posted_time,content,hashtags,mentions,images,videos,tweet_url,link
1522001802786390020,Madzthethird,Fresh Sping Eddie,https://twitter.com/Madzthethird/photo,2,0,271,False,2022-05-04T23:54:41+00:00,I'm on the autism spectrum and this is the second most overtly autistic character I've ever seen,[],[],[],[],https://twitter.com/Madzthethird/status/1522001802786390020,
1522001766916796419,reallygayperson,gay,https://twitter.com/reallygayperson/photo,0,0,0,True,2022-05-04T23:54:33+00:00,the autism moment,[],[],['https://pbs.twimg.com/media/FR1vnZkWQAIsnzv?format=jpg&name=small'],[],https://twitter.com/reallygayperson/status/1522001766916796419,
1522001743101546496,bunnigraveyard,gaz / twilight ∞ ⚢,https://twitter.com/bunnigraveyard/photo,1,0,1,False,2022-05-04T23:54:27+00:00,autism and museums,[],[],[],[],https://twitter.com/bunnigraveyard/status/1522001743101546496,
1522001668988186628,Johnatron4000,fka TiffanyTrumpVEVO,https://twitter.com/Johnatron4000/photo,1,0,13,True,2022-05-04T23:54:09+00:00,"I wish we would drop this one - when they first started saying it wrt vax it was obviously just them trolling, because their opposition to the vax isn’t actually about bodily autonomy it’s about disinformation they’ve bought into about autism and tracking chips and mind control",[],[],[],[],https://twitter.com/Johnatron4000/status/1522001668988186628,
1522001660033208323,BiologySexDiff,Biology of Sex Differences,https://twitter.com/BiologySexDiff/photo,0,0,2,False,2022-05-04T23:54:07+00:00,"""While #autism causes have to look at #genetics, we should also be studying prenatal sex steroid #hormones and prenatal #braindevelopment as well,"" - 
@sbaroncohen
 #OSSD2022","['autism', 'genetics', 'hormones', 'braindevelopment', 'OSSD2022']",['sbaroncohen'],[],[],https://twitter.com/BiologySexDiff/status/1522001660033208323,
1522001635802697729,BowTiedCocoon,BowTiedCocoon,https://twitter.com/BowTiedCocoon/photo,0,0,2,True,2022-05-04T23:54:02+00:00,autism intensifies…,[],[],[],[],https://twitter.com/BowTiedCocoon/status/1522001635802697729,
1522001628039155713,MahoganySkyn,SkinByMolly,https://twitter.com/MahoganySkyn/photo,1,2,6,False,2022-05-04T23:54:00+00:00,"Proud autism mom
That’s the tweet",[],[],[],['blob:https://twitter.com/bac71acb-4a72-4521-acfb-32bab796155e'],https://twitter.com/MahoganySkyn/status/1522001628039155713,
1522001389102432256,JenOb7,Jen,https://twitter.com/JenOb7/photo,1,0,0,False,2022-05-04T23:53:03+00:00,"I’m not saying there are not multiple causative factors in play, but you’d think our health departments would seriously look into the recurrent injection of known neurotoxic substances, like Aluminium & thimerosal, into kids from womb to age 5. #Autism #Depression #Anxiety","['Autism', 'Depression', 'Anxiety']",[],[],[],https://twitter.com/JenOb7/status/1522001389102432256,
1522001200186630144,TraceyTaylorOT,Tracey,https://twitter.com/TraceyTaylorOT/photo,0,0,1,False,2022-05-04T23:52:18+00:00,"Thank you for all of your work you put into autism awareness, acceptance and inclusion!",[],[],[],[],https://twitter.com/TraceyTaylorOT/status/1522001200186630144,
1522001106443907072,BookClubPro1,Book Club Pro1,https://twitter.com/BookClubPro1/photo,0,0,0,False,2022-05-04T23:51:55+00:00,"Read about my daughter's journey through the autism maze!
 
by #KathleenJae2 
get it now  http://amazon.com/gp/product/B07YM2TVVS…
https://bookclubpro.com/books/1655
#RT 
#iartg 
#asmsg 
#bookboost 
#Health","['KathleenJae2', 'RT', 'iartg', 'asmsg', 'bookboost', 'Health']",[],[],[],https://twitter.com/BookClubPro1/status/1522001106443907072,https://t.co/Um0LHuCv4W
1522001097258373126,__SeanyBoy__,the elusive sean-teuse,https://twitter.com/__SeanyBoy__/photo,0,0,2,False,2022-05-04T23:51:53+00:00,this album is like sooo autism,[],[],['https://pbs.twimg.com/media/FR877PbX0AAQZpT?format=jpg&name=900x900'],[],https://twitter.com/__SeanyBoy__/status/1522001097258373126,
1522001083463344129,grammymbk,MelissaK,https://twitter.com/grammymbk/photo,0,0,0,False,2022-05-04T23:51:50+00:00,"So very sorry for your tragic loss, Ben! May your parents memories be for a blessing.",[],[],[],[],https://twitter.com/grammymbk/status/1522001083463344129,
1522000877619396608,ultimape,𒃲𒌋𒅗𒆪𒁉,https://twitter.com/ultimape/photo,1,0,1,False,2022-05-04T23:51:01+00:00,"I suspect that wat we're really seeing is the impact of benzaldehyde (a secndary chemical that gets extracted from bitter almonds unrelated to the amygdalin), possibly explaining odd cancer risk profile in autism. But I am not confident. https://ncbi.nlm.nih.gov/pmc/articles/PMC6351726/…",[],[],['https://pbs.twimg.com/media/FR87kDIWYAAn8lk?format=png&name=900x900'],[],https://twitter.com/ultimape/status/1522000877619396608,
1522000867209084928,QOCKPlLLS,euro,https://twitter.com/QOCKPlLLS/photo,0,0,1,False,2022-05-04T23:50:58+00:00,it’s going straight to his autism folder guys,[],[],['https://pbs.twimg.com/media/FR87uD5WUAEwe7G?format=jpg&name=small'],[],https://twitter.com/QOCKPlLLS/status/1522000867209084928,
1522000799940841473,_Woman_health,Chantel Martiromo,https://twitter.com/_Woman_health/photo,1,0,2,False,2022-05-04T23:50:42+00:00,#Yoga In Improved Both Psychological and Physical Behavior in Children with #Autism https://kylejnorton.blogspot.com/2017/11/alternative-therapy-yoga-in-improved.html…,"['Yoga', 'Autism']",[],[],[],https://twitter.com/_Woman_health/status/1522000799940841473,
1522000764977258496,Siberspaces,Amy Morrison,https://twitter.com/Siberspaces/photo,1,0,4,False,2022-05-04T23:50:34+00:00,"⁦
@jedipadmaster
⁩ Look what came today! I love it and will definitely be sharing this!! #kindness #autism","['kindness', 'autism']",['jedipadmaster'],['https://pbs.twimg.com/media/FR87oL5XwAEf_82?format=jpg&name=small'],[],https://twitter.com/Siberspaces/status/1522000764977258496,
1522000762510798848,BiologySexDiff,Biology of Sex Differences,https://twitter.com/BiologySexDiff/photo,1,2,11,False,2022-05-04T23:50:33+00:00,"The #OSSD2022 Capstone Lecture by Dr. Simon Baron-Cohen 
@sbaroncohen
, titled ""The prenatal sex steroid theory of autism,"" explored #sexdifferences in #autism development — looking at studies on #genetic, #prenatal, #hormone impacts, and more.","['OSSD2022', 'sexdifferences', 'autism', 'genetic', 'prenatal', 'hormone']",['sbaroncohen'],['https://pbs.twimg.com/media/FR86ICbVUAA5-Xz?format=jpg&name=small'],[],https://twitter.com/BiologySexDiff/status/1522000762510798848,
1522000727458992128,Aureate79,Lisa E Luhman,https://twitter.com/Aureate79/photo,0,0,0,False,2022-05-04T23:50:25+00:00,"""Autism is a Spectrum"" Doesn't Mean What You Think » NeuroClastic",[],[],[],[],https://twitter.com/Aureate79/status/1522000727458992128,https://t.co/gfr2sd6eQG
1522000581732323330,dergs_and_stuff,DraconicMusic - Axl apologist (fite me),https://twitter.com/dergs_and_stuff/photo,1,0,58,False,2022-05-04T23:49:50+00:00,I’m on the autism spectrum and I never saw Benny as an autistic character. To me he’s just an everyday guy who just expresses his interests in a more eccentric way,[],[],[],[],https://twitter.com/dergs_and_stuff/status/1522000581732323330,
1522000568729939968,MrJohnnyWo,JohnnyWo,https://twitter.com/MrJohnnyWo/photo,0,0,0,False,2022-05-04T23:49:47+00:00,"#MentalHealthMatters 
Now, I've met people with autism who are amazingly smart. Imagine talking to a person with autism and he breaks down the entire LA Lakers franchise history to you. You'll be amazed as well.",['MentalHealthMatters'],[],[],[],https://twitter.com/MrJohnnyWo/status/1522000568729939968,
1522000541643063299,ZealousSeraphim,Zealous Seraphim,https://twitter.com/ZealousSeraphim/photo,0,0,3,False,2022-05-04T23:49:41+00:00,Let me in and my autism will overpower it and you’ll be fine,[],[],[],[],https://twitter.com/ZealousSeraphim/status/1522000541643063299,
1522000440459730946,lion_and_dove,Ariela Seigel,https://twitter.com/lion_and_dove/photo,0,0,1,False,2022-05-04T23:49:17+00:00,Autistic Self Advocacy Network won't respond to many of my issues I have had with some of the institutions and organizations that deal with high functioning autism. They really have no interest in speaking to ordinary people. They are obsessed with an idea.,[],[],[],[],https://twitter.com/lion_and_dove/status/1522000440459730946,
1522000338823401472,shrews11,shrews,https://twitter.com/shrews11/photo,0,0,1,False,2022-05-04T23:48:52+00:00,"@elonmusk
 is going full 4chan schizo autism mode and im all up for it",[],['elonmusk'],[],[],https://twitter.com/shrews11/status/1522000338823401472,
1522000326714445824,NewYub,Yub,https://twitter.com/NewYub/photo,1,0,0,False,2022-05-04T23:48:49+00:00,I'll take that over autism anyday,[],[],[],[],https://twitter.com/NewYub/status/1522000326714445824,
1522000299019354114,theoggayfrog,𝓈𝒶𝓅𝓅𝒽𝒾𝒸 𝒻𝓇𝑜𝑔,https://twitter.com/theoggayfrog/photo,0,0,1,False,2022-05-04T23:48:43+00:00,"I'm not diagnosed but like...
A lot of things from my entire life, really like ALL the things, seem to be explained by autism lol",[],[],[],[],https://twitter.com/theoggayfrog/status/1522000299019354114,
1522000230719315968,azureScapegoat,azureScapegoat,https://twitter.com/azureScapegoat/photo,1,1,39,False,2022-05-04T23:48:27+00:00,"I find it hilarious that I was never very enthusiastic about trains until *after* I was diagnosed with autism. I stumbled upon Train Sim World 2 by pure chance and discovered that trains are, in fact, cool.",[],[],[],[],https://twitter.com/azureScapegoat/status/1522000230719315968,
1522000167322456064,stevenman47,Steveman47,https://twitter.com/stevenman47/photo,1,5,29,False,2022-05-04T23:48:11+00:00,"Please do Dean. I cannot in good conscience vote for 
@fordnation
 , especially after he botched the autism file. Can we give a boost to the wonderful 
@jennkfrench
? She's a real fighter for education and differently abled kids.",[],"['fordnation', 'jennkfrench']",[],[],https://twitter.com/stevenman47/status/1522000167322456064,
1522000083356688385,MrJohnnyWo,JohnnyWo,https://twitter.com/MrJohnnyWo/photo,0,0,0,False,2022-05-04T23:47:51+00:00,"#MentalHealthMatters 
For anyone who doesn't know, I have a brother with autism. Now, what most don't know is that my mother treated his condition as an illness. So, my brother was not given the opportunity to thrive more with his condition.",['MentalHealthMatters'],[],[],[],https://twitter.com/MrJohnnyWo/status/1522000083356688385,
1522000052813717505,RichardTSchrad1,Richard T Schrader,https://twitter.com/RichardTSchrad1/photo,1,0,0,False,2022-05-04T23:47:44+00:00,"I agree. Your guy is weak and soft. Fascist Helmet Hero was not a cry baby. He actually bangs his hand in a baby tantrum? My guy was raised for war. Yours was a scientist diplomat with no real training?

Tell me about your version of his autism gun ninja sidekick. Like mine?",[],[],[],[],https://twitter.com/RichardTSchrad1/status/1522000052813717505,
1521999887293952001,merenris,Anita P. Reitnau,https://twitter.com/merenris/photo,0,0,7,False,2022-05-04T23:47:05+00:00,"Don’t forget the anti-vaxxer republicans, so called “pro-life” people - the same people who refuse to vaccinate their kids because of an “autism-scare”, meaning they’d rather let their kids die. Very “pro-life” indeed",[],[],[],[],https://twitter.com/merenris/status/1521999887293952001,
1521999831111290882,chordettez,,https://twitter.com/chordettez/photo,1,1,4,False,2022-05-04T23:46:51+00:00,mistia autism,[],[],['https://pbs.twimg.com/media/FR86x4jXoAUM9QG?format=jpg&name=small'],[],https://twitter.com/chordettez/status/1521999831111290882,
1521999793505120256,mhspshadow,Ben Shadow,https://twitter.com/mhspshadow/photo,0,1,3,False,2022-05-04T23:46:42+00:00,Everyone’s enjoying their tanks new scenery set up! Couldn’t be anymore happier about it  #Autism #clip #YouTube #Entertainment #vlog #fish #fishkeeping #animalcare,"['Autism', 'clip', 'YouTube', 'Entertainment', 'vlog', 'fish', 'fishkeeping', 'animalcare']",[],[],['blob:https://twitter.com/410e594c-f708-4091-8a81-81fbbbb47751'],https://twitter.com/mhspshadow/status/1521999793505120256,
1521999778011402241,SyctheJordan,J,https://twitter.com/SyctheJordan/photo,0,0,0,False,2022-05-04T23:46:39+00:00,"I mean u understand you have autism, but not to this degree holy shit",[],[],[],[],https://twitter.com/SyctheJordan/status/1521999778011402241,
1521999727973519361,raywilton4,Ray Wilton,https://twitter.com/raywilton4/photo,0,1,0,False,2022-05-04T23:46:27+00:00,"“Nicole Tobin, who is sixth on the Liberal National Party’s Senate ticket in Queensland, also promoted a debunked theory that vaccines cause autism and claimed there was a conspiracy about the reporting of COVID-19 deaths in Australia.”",[],[],[],[],https://twitter.com/raywilton4/status/1521999727973519361,
1521999701289152513,moalkledin,Moa Ledin,https://twitter.com/moalkledin/photo,0,0,0,False,2022-05-04T23:46:20+00:00,Sang-Woo took them ,[],[],[],[],https://twitter.com/moalkledin/status/1521999701289152513,
1521999672063234049,ChewySquirrel49,Ducky,https://twitter.com/ChewySquirrel49/photo,3,0,1,False,2022-05-04T23:46:13+00:00,You mean autism in a nutshell,[],[],[],[],https://twitter.com/ChewySquirrel49/status/1521999672063234049,
1521999616073519104,nyctophiIed,tommy/tommi,https://twitter.com/nyctophiIed/photo,0,0,0,False,2022-05-04T23:46:00+00:00,"i already knew i had aphantasia but i didn't know it had to do with autism, ty for mentioning this",[],[],[],[],https://twitter.com/nyctophiIed/status/1521999616073519104,
1521999582372438016,doggydaydreams,DoggyDayDreams.nft,https://twitter.com/doggydaydreams/photo,0,0,1,False,2022-05-04T23:45:52+00:00,"I'd rather be buried in an ant nest than visit a ""doctor"" that thinks Bill Gates was behind COVID, and vaccines cause autism",[],[],[],[],https://twitter.com/doggydaydreams/status/1521999582372438016,
1521999579130044416,PostIronicHumor,Vuluus,https://twitter.com/PostIronicHumor/photo,0,0,2,False,2022-05-04T23:45:51+00:00,Autism mom but she is the queen of autistic people.,[],[],[],[],https://twitter.com/PostIronicHumor/status/1521999579130044416,
1521999563355488257,raywilton4,Ray Wilton,https://twitter.com/raywilton4/photo,5,1,5,False,2022-05-04T23:45:47+00:00,LNP Senate candidate believes Bill Gates was behind COVID and MMR vaccine causes autism,[],[],[],[],https://twitter.com/raywilton4/status/1521999563355488257,https://t.co/10afhDLgp9
1521999503267856384,wasubiaco,alex,https://twitter.com/wasubiaco/photo,0,0,0,False,2022-05-04T23:45:33+00:00,"LNP Senate candidate believes Bill Gates was behind COVID and MMR vaccine causes autism 

A pile on of lunatics too run the asylum that is the coalition

https://smh.com.au/politics/federal/lnp-senate-candidate-believes-bill-gates-was-behind-covid-and-mmr-vaccine-causes-autism-20220504-p5aicl.html… #auspol #qldpol #nswpol #vicpol #COVID19Aus","['auspol', 'qldpol', 'nswpol', 'vicpol', 'COVID19Aus']",[],[],[],https://twitter.com/wasubiaco/status/1521999503267856384,https://t.co/IYFvezxBdb
1521999454672457733,BarcellonaR,Rachel Barcellona (N),https://twitter.com/BarcellonaR/photo,2,1,9,False,2022-05-04T23:45:22+00:00,"I'm very blessed to have such amazing friends, and two have had successful tv show runs this year! Jackie Seigel and her wonderful family with ""Queen of Versailles"", and my bestie - Dani Bowman will share her appearance on ""Autism in Love"", which debuts on Netflix. #bosswomen",['bosswomen'],[],[],['blob:https://twitter.com/d5854440-94af-4138-b6c7-1444e5bb108e'],https://twitter.com/BarcellonaR/status/1521999454672457733,
1521998953650487296,GollyGull,GollyGull,https://twitter.com/GollyGull/photo,0,0,1,False,2022-05-04T23:43:22+00:00,"Likely higher autism rates, it's already proven that autism is far more likely to occur in children of hypothyroid mothers and mothers with either excessively high testosterone or oestrogen levels.",[],[],[],[],https://twitter.com/GollyGull/status/1521998953650487296,
1521998797672493056,alexkbotelho,Alex,https://twitter.com/alexkbotelho/photo,0,0,0,False,2022-05-04T23:42:45+00:00,"Someone sent me a screenshot saying you would buy every parent who has a child with autism a mansion. I’m just hear to say as a mother with a child with ASD, this would be nice. Thank you. ",[],[],[],[],https://twitter.com/alexkbotelho/status/1521998797672493056,
1521998779209359361,IneidaAllen,Ineida Allen,https://twitter.com/IneidaAllen/photo,0,0,0,False,2022-05-04T23:42:40+00:00,My son DJ will melt your heart. please help me spread awareness about autism https://youtube.com/channel/UCjNcG3CkdyrtJjwF7R9fBPQ… thank you,[],[],[],['blob:https://twitter.com/80055e2f-77a2-407e-9f10-3c543dd678bf'],https://twitter.com/IneidaAllen/status/1521998779209359361,
1521998729443614720,kylebotz,kylebot,https://twitter.com/kylebotz/photo,0,0,0,False,2022-05-04T23:42:29+00:00,violence. rage. murder. AUTISM.,[],[],[],[],https://twitter.com/kylebotz/status/1521998729443614720,
1521998653426176004,minipochita,ੈ✩‧₊˚maya| shigure arc ੈ✩₊˚,https://twitter.com/minipochita/photo,0,0,1,False,2022-05-04T23:42:11+00:00,do u guys think i have autism…. i just want to knowwwew like grrr why is testing so much $$$,[],[],[],[],https://twitter.com/minipochita/status/1521998653426176004,
1521998626901295104,lesbosigma,⚢ olivier yadriel,https://twitter.com/lesbosigma/photo,0,0,0,False,2022-05-04T23:42:04+00:00,"the thread is funny to me because quite a few of those things are just like. general autism symptoms, not even ""lesser known"".",[],[],[],[],https://twitter.com/lesbosigma/status/1521998626901295104,
1521998529048178688,TheKenzieeBear,hating myself (arc).jpg,https://twitter.com/TheKenzieeBear/photo,0,0,4,False,2022-05-04T23:41:41+00:00,"I didn’t think this was an autism related thing.

Also, to add: with aphantasia, it can quite literally be out of sight, out of mind.

There’s a video on YouTube that explains some other things involving aphantasia, which I found relatable and interesting.",[],[],[],[],https://twitter.com/TheKenzieeBear/status/1521998529048178688,
1521998396806111232,bostinio,Bostinio,https://twitter.com/bostinio/photo,0,0,0,False,2022-05-04T23:41:09+00:00,"I was a troubled child thanks largely to undiagnosed autism and adhd. My dad once quipped: ""is it too late for an abortion?""

Shit sticks man, shit sticks. I remember it to this day... because it was fucking funny!",[],[],[],[],https://twitter.com/bostinio/status/1521998396806111232,
1521998142098579456,yuckkyyboi,Dusse Papi,https://twitter.com/yuckkyyboi/photo,0,0,0,False,2022-05-04T23:40:09+00:00,"Crazy that teacher in Aldine, being charged with abuse to them Autism kids…. I worked with her. Could tell she didn’t have any patience…..",[],[],[],[],https://twitter.com/yuckkyyboi/status/1521998142098579456,
1521997978621329409,EOLempire,EOLempire,https://twitter.com/EOLempire/photo,0,0,0,False,2022-05-04T23:39:30+00:00,Which form of autism does he have?,[],[],[],[],https://twitter.com/EOLempire/status/1521997978621329409,
1521997831070011394,Vic_pel,The Chevalier Rose,https://twitter.com/Vic_pel/photo,2,0,2,False,2022-05-04T23:38:54+00:00,"@CGSahawneh
 @FalSkyWolf
 I got an unofficial Dx of autism and re Dx of ADHD today from my psychiatrist. We are waiting to do the assessment because we are figuring out my heart rate issue first because that’s a higher priority but baby steps. The validation of being heard though",[],"['CGSahawneh', 'FalSkyWolf']",[],[],https://twitter.com/Vic_pel/status/1521997831070011394,
1521997774908186625,meta_trinity,Trinity:,https://twitter.com/meta_trinity/photo,0,0,2,False,2022-05-04T23:38:41+00:00,It’s here #Bitcoin,['Bitcoin'],[],[],[],https://twitter.com/meta_trinity/status/1521997774908186625,
1521997692255232006,mark_dowling,Mark Dowling,https://twitter.com/mark_dowling/photo,0,1,0,True,2022-05-04T23:38:21+00:00,"Even his own supporters realize a 50,000 kid autism backlog isn’t on #onpoli #AutismDoesntEndAtFord #50KIsNotOk","['onpoli', 'AutismDoesntEndAtFord', '50KIsNotOk']",[],['https://pbs.twimg.com/media/FR81BAuWQAEwyQf?format=jpg&name=small'],[],https://twitter.com/mark_dowling/status/1521997692255232006,
1521997688627027969,santiii_bot,krisbot!!!!! 0_0,https://twitter.com/santiii_bot/photo,0,0,0,False,2022-05-04T23:38:20+00:00,autism can be damned my boy can work a grill,[],[],[],[],https://twitter.com/santiii_bot/status/1521997688627027969,
1521997471974633473,PDebonnaire,"Pierre Dèbonnaire (,)",https://twitter.com/PDebonnaire/photo,1,0,13,False,2022-05-04T23:37:29+00:00,"the destabilizing effects of crypto on the existing merchant class, to the implications of global nation + city state competition for Bitcoin holders when crypto eats the world.

That was epic, much fun and autism ",[],[],[],[],https://twitter.com/PDebonnaire/status/1521997471974633473,
1521997160325300226,Sylvleaf139,Cherry,https://twitter.com/Sylvleaf139/photo,0,0,1,False,2022-05-04T23:36:15+00:00,I often struggle with talking to people because my autism and anxiety kinda combine and it feels like it’s impossible to words,[],[],[],[],https://twitter.com/Sylvleaf139/status/1521997160325300226,
1521997028942917634,99rainbowcakes,la loba,https://twitter.com/99rainbowcakes/photo,0,0,1,False,2022-05-04T23:35:43+00:00,Ahhhhh thank you!! He's my favorite evil autism little hedgehog ,[],[],[],[],https://twitter.com/99rainbowcakes/status/1521997028942917634,
1521996967739633664,SilverHollowsz,Paula Chandler,https://twitter.com/SilverHollowsz/photo,0,0,2,True,2022-05-04T23:35:29+00:00,Autism Be Not Proud!! Dr. Hazan is on your case! There is Hope!!,[],[],['https://pbs.twimg.com/media/FR7e2h-VgAEiEV0?format=jpg&name=small'],[],https://twitter.com/SilverHollowsz/status/1521996967739633664,
1521996899506655232,planet0caravan,harry,https://twitter.com/planet0caravan/photo,1,0,1,False,2022-05-04T23:35:12+00:00,“sick in the head” its actually referred to as autism nowadays/j,[],[],[],[],https://twitter.com/planet0caravan/status/1521996899506655232,
1521996883320877062,Mark_Minard,mark minard,https://twitter.com/Mark_Minard/photo,2,4,8,False,2022-05-04T23:35:08+00:00,"SNEAK PEAK OUR PIRATE 
SHIP BUILDING AT MY COMPANY 
@DREAMSHINE16
 - for our amazing individuals with developmental disabilities we are HONORED to SERVE!
@sadiesupafly
 @Dogepalooza
 #Autism #developementaldissabilties #dd #dodd #dogecoin #SpecialEducation","['Autism', 'developementaldissabilties', 'dd', 'dodd', 'dogecoin', 'SpecialEducation']","['DREAMSHINE16', 'sadiesupafly', 'Dogepalooza']",[],['blob:https://twitter.com/4b514a42-cbee-4e1a-91f8-8644abf94a2e'],https://twitter.com/Mark_Minard/status/1521996883320877062,
1521996878447099904,RedWorldLackey,Finn Eastt Tweets,https://twitter.com/RedWorldLackey/photo,1,0,1,False,2022-05-04T23:35:07+00:00,I wish Autism was curable lol,[],[],[],[],https://twitter.com/RedWorldLackey/status/1521996878447099904,
1521996789179727873,poufan76,mars,https://twitter.com/poufan76/photo,2,11,37,False,2022-05-04T23:34:46+00:00,"havent seen this one mentioned but pica (when you crave/eat things that typically arent edible like paper, erasers, plastic, etc) is also another uncommon autism symptom! myself and a few of my other autistic friends have issues with this",[],[],[],[],https://twitter.com/poufan76/status/1521996789179727873,
1521996781411831808,cannotstopdoog,D0ge,https://twitter.com/cannotstopdoog/photo,1,0,2,False,2022-05-04T23:34:44+00:00,I've heard he has autism. If that's the case then he probably is unable to be uncomfortable,[],[],[],[],https://twitter.com/cannotstopdoog/status/1521996781411831808,
1521996645650427904,kymdavis73,Kym Davis,https://twitter.com/kymdavis73/photo,0,0,5,False,2022-05-04T23:34:12+00:00,Someone who specializes in Chronic Illness and is actually Knowledgeable and recommended by others with Autism,[],[],[],[],https://twitter.com/kymdavis73/status/1521996645650427904,
1521996619817783297,Kayla7K,Kayla Fussell,https://twitter.com/Kayla7K/photo,1,0,12,False,2022-05-04T23:34:06+00:00,"I'm not saying my 2 year old inherited my autism, I'm just saying he won't sit through a Disney movie, but will watch slime and kinetic sand ASMRs for over an hour straight ",[],[],[],[],https://twitter.com/Kayla7K/status/1521996619817783297,
1521996618047713282,InHomeTutor808,InHomeTutoringHonolulu.com,https://twitter.com/InHomeTutor808/photo,0,1,0,False,2022-05-04T23:34:05+00:00,"St. Peters teen fulfills 6th-grade promise, takes cousin with autism to prom - KTVI Fox 2 St. Louis || #AutismNews Courtesy of Rick Kirkham The Only In Home Tutor On Oahu Specializing in ADHD With ADHD Subscribe by Following on Twitter InHomeTutor808… http://dlvr.it/SPn13y",['AutismNews'],[],[],[],https://twitter.com/InHomeTutor808/status/1521996618047713282,
1521996428792508416,marcvrse,,https://twitter.com/marcvrse/photo,0,0,1,False,2022-05-04T23:33:20+00:00,autism buddies,[],[],[],[],https://twitter.com/marcvrse/status/1521996428792508416,
1521996407355416576,AsexualBarnOwl,Olivia,https://twitter.com/AsexualBarnOwl/photo,0,0,2,False,2022-05-04T23:33:15+00:00,I milked the autism creature in my basement,[],[],[],[],https://twitter.com/AsexualBarnOwl/status/1521996407355416576,
